name,year_start,year_end,position,height,weight,birth_date,college,id,Player,collage,born,birth_city,birth_state
Tony Smith,1991,2001,G,201,95,June 14, 1968,Marquette University,2107,Tony Smith,,1968,,
William Smith,1972,1973,C,213,99,February 14, 1949,Syracuse University,923,William Smith,Syracuse University,1949,,
Willie Smith,1977,1980,G,213,99,October 26, 1953,University of Missouri,1207,Willie Smith,Syracuse University,1949,,
Rik Smits,1989,2000,C,224,113,August 23, 1966,Marist College,1956,Rik Smits,Marist College,1966,Eindhoven,Netherlands
Mike Smrek,1986,1992,C,213,113,August 31, 1962,Canisius College,1756,Mike Smrek,Canisius College,1962,Welland,Canada
Joe Smyth,1954,1954,F,190,97,May 22, 1929,Niagara University,348,Joe Smyth,Niagara University,1929,,
Tony Snell,2014,2018,G-F,201,90,November 10, 1991,University of New Mexico,3671,Tony Snell,University of New Mexico,1991,Riverside,California
Eric Snow,1996,2008,G,190,86,April 24, 1973,Michigan State University,2434,Eric Snow,Michigan State University,1973,Canton,Ohio
Dick Snyder,1967,1979,G-F,196,93,February 1, 1944,Davidson College,699,Dick Snyder,Davidson College,1944,North Canton,Ohio
Kirk Snyder,2005,2008,G,198,102,June 5, 1983,University of Nevada, Reno,3027,Kirk Snyder,University of Nevada, Reno,1983,Los Angeles,California
Chips Sobek,1950,1950,G-F,183,81,February 10, 1920,University of Notre Dame,199,Chips Sobek,University of Notre Dame,1920,,
Ricky Sobers,1976,1986,G,190,89,January 15, 1953,University of Nevada, Las Vegas,1116,Ricky Sobers,University of Nevada, Las Vegas,1953,Bronx,New York
Ron Sobie,1957,1960,G,190,83,September 21, 1934,DePaul University,440,Ron Sobie,DePaul University,1934,Chicago,Illinois
Mike Sojourner,1975,1977,C-F,206,102,October 16, 1953,University of Utah,1057,Mike Sojourner,University of Utah,1953,Philadelphia,Pennsylvania
Willie Sojourner,1972,1975,C-F,6-8,225,September 10, 1948,Weber State University
Will Solomon,2002,2009,G,185,83,July 20, 1978,Clemson University,2835,Will Solomon,Clemson University,1978,Hartford,Connecticut
Willie Somerset,1966,1969,G,173,77,March 17, 1942,Duquesne University,662,Willie Somerset,Duquesne University,1942,Sharon,Pennsylvania
Darius Songaila,2004,2011,F,206,112,February 14, 1978,Wake Forest University,2966,Darius Songaila,Wake Forest University,1978,Marijampole,Lithuania
Dave Sorenson,1971,1973,F,203,102,July 8, 1948,Ohio State University,868,Dave Sorenson,Ohio State University,1948,,
James Southerland,2014,2014,F,203,97,April 28, 1990,Syracuse University,3672,James Southerland,Syracuse University,1990,Queens,New York
Gino Sovran,1947,1947,F-G,6-2,175,December 17, 1924,University of Detroit Mercy
Pape Sow,2005,2007,F,208,113,November 22, 1981,California State University, Fullerton,3028,Pape Sow,California State University, Fullerton,1981,Dakar,Senegal
Ken Spain,1971,1971,C,6-9,225,October 6, 1946,University of Houston
Jim Spanarkel,1980,1984,G-F,196,86,June 28, 1957,Duke University,1385,Jim Spanarkel,Duke University,1957,Jersey City,New Jersey
Vassilis Spanoulis,2007,2007,G,193,88,August 7, 1982,,3195,Vassilis Spanoulis,,1982,Larissa,Greece
Daniel Sparks,1969,1970,F,6-8,200,April 17, 1945,Weber State University
Guy Sparrow,1958,1960,F,198,98,November 2, 1932,University of Detroit Mercy,461,Guy Sparrow,University of Detroit Mercy,1932,Pontiac,Michigan
Rory Sparrow,1981,1992,G,188,79,June 12, 1958,Villanova University,1455,Rory Sparrow,Villanova University,1958,Suffolk,Virginia
Odie Spears,1949,1957,G,196,92,June 17, 1924,Western Kentucky University,200,Odie Spears,Western Kentucky University,1925,,
Art Spector,1947,1950,F,193,90,October 17, 1920,Villanova University,201,Art Spector,Villanova University,1920,Philadelphia,Pennsylvania
Marreese Speights,2009,2018,C-F,208,115,August 4, 1987,University of Florida,3317,Marreese Speights,University of Florida,1987,St. Petersburg,Florida
Andre Spencer,1993,1994,F,198,95,July 20, 1964,Northern Arizona University,2232,Andre Spencer,Northern Arizona University,1964,Stockton,California
Elmore Spencer,1993,1997,C,213,122,December 6, 1969,University of Nevada, Las Vegas,2233,Elmore Spencer,University of Nevada, Las Vegas,1969,Atlanta,Georgia
Felton Spencer,1991,2002,C,213,120,January 15, 1968,University of Louisville,2108,Felton Spencer,University of Louisville,1968,Louisville,Kentucky
Lou Spicer,1947,1947,F,6-2,195,November 12, 1922,Syracuse University
Craig Spitzer,1968,1968,C,213,102,December 18, 1945,Tulane University,736,Craig Spitzer,Tulane University,1945,,
Tiago Splitter,2011,2017,F-C,211,111,January 1, 1985,,3442,Tiago Splitter,,1985,Joinville,Brazil
Art Spoelstra,1955,1958,C,206,99,September 11, 1932,Western Kentucky University,384,Art Spoelstra,Western Kentucky University,1932,,
Bruce Spraggins,1968,1968,F,6-5,188,,Virginia Union University
Latrell Sprewell,1993,2005,G,196,86,September 8, 1970,University of Alabama,2234,Latrell Sprewell,University of Alabama,1970,Milwaukee,Wisconsin
Larry Spriggs,1982,1986,F,201,104,September 8, 1959,Howard University,1515,Larry Spriggs,Howard University,1959,Cheverly,Maryland
Jim Springer,1949,1949,C,6-9,235,June 17, 1926,
Jim Spruill,1949,1949,G,6-2,225,February 26, 1923,Rice University
Ryan Stack,1999,2000,F,211,97,July 24, 1975,University of South Carolina,2636,Ryan Stack,University of South Carolina,1975,Nashville,Tennessee
Jerry Stackhouse,1996,2013,G-F,198,98,November 5, 1974,University of North Carolina,2435,Jerry Stackhouse,University of North Carolina,1974,Kinston,North Carolina
Kevin Stacom,1975,1982,G,190,83,September 4, 1951,Providence College,1058,Kevin Stacom,Providence College,1951,New York,New York
Erv Staggs,1970,1970,F-G,6-6,195,,Cheyney University of Pennsylvania
Bud Stallworth,1973,1977,F-G,196,86,January 18, 1950,University of Kansas,969,Bud Stallworth,University of Kansas,1950,Hartselle,Alabama
Dave Stallworth,1966,1975,F-C,201,90,December 20, 1941,Wichita State University,663,Dave Stallworth,Wichita State University,1941,Dallas,Texas
Ed Stanczak,1950,1951,F,185,83,August 15, 1921,,202,Ed Stanczak,,1921,,
Terence Stansbury,1985,1987,G,196,77,February 27, 1961,Temple University,1691,Terence Stansbury,Temple University,1961,Wilmington,Delaware
John Starks,1989,2002,G,190,81,August 10, 1965,Oklahoma State University,1957,John Starks,Oklahoma State University,1965,Tulsa,Oklahoma
Keith Starr,1977,1977,G-F,198,86,March 14, 1954,University of Pittsburgh,1208,Keith Starr,University of Pittsburgh,1954,Sewickley,Pennsylvania
Nik Stauskas,2015,2018,G,198,92,October 7, 1993,University of Michigan,3750,Nik Stauskas,University of Michigan,1993,Mississauga,Canada
Larry Staverman,1959,1964,F,201,92,October 11, 1936,Thomas More College,488,Larry Staverman,Thomas More College,1936,,
Larry Steele,1972,1980,G-F,196,81,May 5, 1949,University of Kentucky,924,Larry Steele,University of Kentucky,1949,Greencastle,Indiana
Matt Steigenga,1997,1997,F,201,102,March 27, 1970,Michigan State University,2507,Matt Steigenga,Michigan State University,1970,Grand Rapids,Michigan
Vladimir Stepania,1999,2004,C,213,107,May 8, 1976,,2637,Vladimir Stepania,,1976,Georgia,
D.J. Stephens,2014,2014,G-F,203,97,December 19, 1990,University of Memphis,3673,D.J. Stephens,,1990,,
Everette Stephens,1989,1991,G,188,79,October 21, 1966,Purdue University,1958,Everette Stephens,Purdue University,1966,Evanston,Illinois
Jack Stephens,1956,1956,G-F,190,83,May 18, 1933,University of Notre Dame,414,Jack Stephens,University of Notre Dame,1933,,
Joe Stephens,1997,2000,F,201,95,January 28, 1973,University of Arkansas at Little Rock,2508,Joe Stephens,University of Arkansas at Little Rock,1973,Riverside,California
Lance Stephenson,2011,2018,G-F,196,104,September 5, 1990,University of Cincinnati,3443,Lance Stephenson,University of Cincinnati,1990,Brooklyn,New York
Alex Stepheson,2016,2016,F,208,122,August 7, 1987,University of Southern California,3821,Alex Stepheson,University of Southern California,1987,Los Angeles,California
Brook Steppe,1983,1989,G-F,196,88,November 7, 1959,Georgia Institute of Technology,1576,Brook Steppe,Georgia Institute of Technology,1959,Chapel Hill,North Carolina
Barry Stevens,1993,1993,G-F,196,88,January 17, 1963,Iowa State University,2235,Barry Stevens,Iowa State University,1963,Flint,Michigan
Wayne Stevens,1960,1960,F,190,83,June 19, 1936,University of Cincinnati,507,Wayne Stevens,University of Cincinnati,1936,,
DeShawn Stevenson,2001,2013,G,196,95,April 3, 1981,,2767,DeShawn Stevenson,,1981,Fresno,California
Dennis Stewart,1971,1971,F,198,99,April 11, 1947,University of Michigan,869,Dennis Stewart,University of Michigan,1947,,
Kebu Stewart,1998,1998,F,203,108,December 19, 1973,California State University, Bakersfield,2567,Kebu Stewart,California State University, Bakersfield,1973,Brooklyn,New York
Larry Stewart,1992,1997,F,203,99,September 21, 1968,Coppin State University,2171,Larry Stewart,Coppin State University,1968,Philadelphia,Pennsylvania
Michael Stewart,1998,2005,C,208,104,April 25, 1975,University of California,2568,Michael Stewart,University of California,1975,Cucq-Trepied-Stella-Plage,France
Norm Stewart,1957,1957,F,196,92,January 20, 1935,University of Missouri,441,Norm Stewart,University of Missouri,1935,Leonard,Missouri
Greg Stiemsma,2012,2015,C,211,117,September 26, 1985,University of Wisconsin,3513,Greg Stiemsma,University of Wisconsin,1985,Randolph,Wisconsin
Steve Stipanovich,1984,1988,C,211,111,November 17, 1960,University of Missouri,1633,Steve Stipanovich,University of Missouri,1960,St. Louis,Missouri
Bryant Stith,1993,2002,G,196,94,December 10, 1970,University of Virginia,2236,Bryant Stith,University of Virginia,1970,Emporia,Virginia
Sam Stith,1962,1962,G,188,83,July 22, 1937,St. Bonaventure University,559,Sam Stith,St. Bonaventure University,1937,Greenville County,Virginia
Tom Stith,1963,1963,F,196,95,January 21, 1939,St. Bonaventure University,590,Tom Stith,St. Bonaventure University,1939,Greenville County,Virginia
Alex Stivrins,1986,1993,F,203,99,November 29, 1962,University of Colorado,1757,Alex Stivrins,University of Colorado,1962,Lincoln,Nebraska
David Stockton,2015,2015,G,180,74,June 24, 1991,Gonzaga University,3751,David Stockton,Gonzaga University,1991,Spokane,Washington
John Stockton,1985,2003,G,6-1,170,March 26, 1962,Gonzaga University
Peja Stojakovic,1999,2011,F-G,206,99,June 9, 1977,,2638,Peja Stojakovic,,1977,Slavoska Pozega ,Croatia
Ed Stokes,1998,1998,C,213,119,September 3, 1971,University of Arizona,2569,Ed Stokes,University of Arizona,1971,Syracuse,New York
Greg Stokes,1986,1990,F-C,208,99,August 5, 1963,University of Iowa,1758,Greg Stokes,University of Iowa,1963,New Haven,Connecticut
Jarnell Stokes,2015,2017,F-C,206,119,January 7, 1994,University of Tennessee,3752,Jarnell Stokes,University of Tennessee,1994,Memphis,Tennessee
Maurice Stokes,1956,1958,F-C,6-7,232,June 17, 1933,Saint Francis University
Art Stolkey,1947,1947,G,6-1,180,October 23, 1920,University of Detroit Mercy
Randy Stoll,1968,1968,C,6-7,235,,Washington State University
Diamond Stone,2017,2017,C,211,115,February 10, 1997,University of Maryland,3906,Diamond Stone,University of Maryland,1997,Milwaukee,Wisconsin
George Stone,1969,1972,F,6-7,195,February 9, 1946,Marshall University
Julyan Stone,2012,2018,G,198,90,December 7, 1988,University of Texas at El Paso,3514,Julyan Stone,University of Texas at El Paso,1988,Alexandria,Virginia
Awvee Storey,2005,2008,G-F,198,100,April 18, 1977,Arizona State University,3029,Awvee Storey,Arizona State University,1977,Chicago,Illinois
Damon Stoudamire,1996,2008,G,178,77,September 3, 1973,University of Arizona,2436,Damon Stoudamire,University of Arizona,1973,Portland,Oregon
Salim Stoudamire,2006,2008,G,185,81,October 11, 1982,University of Arizona,3109,Salim Stoudamire,University of Arizona,1982,Portland,Oregon
Amar'e Stoudemire,2003,2016,F-C,208,111,November 16, 1982,,2896,Amar'e Stoudemire,,1982,Lake Wales,Florida
Paul Stovall,1973,1974,F,193,97,August 16, 1948,Arizona State University,970,Paul Stovall,Arizona State University,1948,,
D.J. Strawberry,2008,2008,G,211,113,June 15, 1985,University of Maryland,3254,D.J. Strawberry,,1977,,
Joe Strawder,1966,1968,C,208,106,September 21, 1940,Bradley University,664,Joe Strawder,Bradley University,1940,Belle Glade,Florida
Bill Stricker,1971,1971,F,206,95,January 22, 1948,University of the Pacific,870,Bill Stricker,University of the Pacific,1948,,
Erick Strickland,1997,2005,G,190,95,November 25, 1973,University of Nebraska,2509,Erick Strickland,University of Nebraska,1973,Opelika,Alabama
Mark Strickland,1995,2003,F,206,95,July 14, 1970,Temple University,2364,Mark Strickland,Temple University,1970,Atlanta,Georgia
Rod Strickland,1989,2005,G,196,90,July 11, 1966,DePaul University,1959,Rod Strickland,Jacksonville University,1940,Jacksonville,Florida
Roger Strickland,1964,1964,F,196,90,September 4, 1940,Jacksonville University,617,Roger Strickland,Jacksonville University,1940,Jacksonville,Florida
John Stroeder,1988,1989,F,208,117,July 24, 1958,University of Montana,1875,John Stroeder,University of Montana,1958,Bremerton,Washington
Derek Strong,1992,2001,F,203,99,February 9, 1968,Xavier University,2172,Derek Strong,Xavier University,1968,Los Angeles,California
Lamont Strothers,1992,1993,G,193,86,May 10, 1968,Christopher Newport University,2173,Lamont Strothers,Christopher Newport University,1968,Nansemond County,Virginia
John Stroud,1981,1981,F,201,97,October 29, 1957,University of Mississippi,1456,John Stroud,University of Mississippi,1957,New Albany,Mississippi
Red Stroud,1968,1968,G,6-0,160,May 2, 1941,Mississippi State University
Rodney Stuckey,2008,2017,G,196,95,April 21, 1986,Eastern Washington University,3255,Rodney Stuckey,Eastern Washington University,1986,Seattle,Washington
Gene Stump,1948,1950,F-G,188,83,November 13, 1923,DePaul University,203,Gene Stump,DePaul University,1923,,
Stan Stutz,1947,1949,G-F,5-10,170,April 14, 1920,University of Rhode Island
Gary Suiter,1971,1971,C-F,206,102,January 18, 1945,Midwestern State University,871,Gary Suiter,Midwestern State University,1945,,
Jared Sullinger,2013,2017,F,206,117,March 4, 1992,Ohio State University,3595,Jared Sullinger,Ohio State University,1992,Columbus,Ohio
DaJuan Summers,2010,2013,F,203,104,January 24, 1988,Georgetown University,3377,DaJuan Summers,Georgetown University,1988,Baltimore,Maryland
Barry Sumpter,1989,1989,F-C,211,97,November 11, 1965,Austin Peay State University,1960,Barry Sumpter,Austin Peay State University,1965,Brooklyn,Illinois
Don Sunderlage,1954,1955,G,185,81,December 20, 1929,University of Illinois at Urbana-Champaign,349,Don Sunderlage,University of Illinois at Urbana-Champaign,1929,Roselle,Illinois
Bruno Sundov,1999,2005,C,218,99,February 10, 1980,,2639,Bruno Sundov,,1980,Split,Croatia
Jon Sundvold,1984,1992,G,188,77,July 2, 1961,University of Missouri,1634,Jon Sundvold,University of Missouri,1961,Sioux Falls,South Dakota
Bob Sura,1996,2005,G,196,90,March 25, 1973,Florida State University,2437,Bob Sura,Florida State University,1973,Wilkes-Barre,Pennsylvania
Dick Surhoff,1953,1954,F,193,95,November 16, 1929,Long Island University,316,Dick Surhoff,Long Island University,1929,,
George Sutor,1968,1970,C,6-8,235,September 14, 1943,La Salle University
Dane Suttle,1984,1985,G,190,86,August 9, 1961,Pepperdine University,1635,Dane Suttle,Pepperdine University,1961,Los Angeles,California
Greg Sutton,1992,1996,G,188,77,December 3, 1967,Oral Roberts University,2174,Greg Sutton,Oral Roberts University,1967,Santa Cruz,California
Keith Swagerty,1969,1970,F,6-7,235,October 30, 1945,University of the Pacific
Bennie Swain,1959,1959,F,203,99,December 16, 1933,Texas Southern University,489,Bennie Swain,Texas Southern University,1933,,
Caleb Swanigan,2018,2018,F,6-8,250,April 18, 1997,Purdue University
Norm Swanson,1954,1954,F,198,95,October 4, 1930,University of Detroit Mercy,350,Norm Swanson,University of Detroit Mercy,1930,Chicago,Illinois
Dan Swartz,1963,1963,F,193,97,December 23, 1934,Morehead State University,591,Dan Swartz,Morehead State University,1934,Owingsville,Kentucky
Mike Sweetney,2004,2007,F,203,124,October 25, 1982,Georgetown University,2967,Mike Sweetney,Georgetown University,1982,Oxon Hill,Maryland
Robert Swift,2005,2009,C,213,111,December 3, 1985,,3030,Robert Swift,,1985,Bakersfield,California
Skeeter Swift,1970,1974,G,6-3,204,June 19, 1946,East Tennessee State University
Stromile Swift,2001,2009,F,206,102,November 21, 1979,Louisiana State University,2768,Stromile Swift,Louisiana State University,1979,Shreveport,Louisiana
Aaron Swinson,1995,1995,F,196,104,January 9, 1971,Auburn University,2365,Aaron Swinson,Auburn University,1971,Brunswick,Georgia
Pape Sy,2011,2011,F,201,102,April 5, 1988,,3444,Pape Sy,,1988,Loudeac,France
Buck Sydnor,1947,1947,G,5-10,175,September 19, 1921,Western Kentucky University
Larry Sykes,1996,1996,F,206,115,April 11, 1973,Xavier University,2438,Larry Sykes,Xavier University,1973,Toledo,Ohio
Brett Szabo,1997,1997,C,211,104,February 1, 1968,Augustana College (SD),2510,Brett Szabo,Augustana College (SD),1968,Postville,Iowa
